Species,Name,Current,RCP2.6,RCP2.6CSH,Type1,RCP6.0,RCP6.0CSH,Type2,RCP8.5,RCP8.5CSH,Type3
sp6773,Rosa odorata,394,482,0.22,LR,604,0.53,LR,1127,1.86,LR
sp6774,Rosa odorata var. erubescens,25,0,-1,EX,1,-0.96,CE,0,-1,EX
sp6775,Rosa odorata var. gigantea,295,88,-0.7,EN,146,-0.51,EN,325,0.1,LR
sp6776,Rosa odorata var. pseudoindica,284,231,-0.19,LR,322,0.13,LR,330,0.16,LR
sp6777,Rosa omeiensis,3240,4002,0.24,LR,4498,0.39,LR,3640,0.12,LR
sp6778,Rosa oxyacantha,64,36,-0.44,VU,92,0.44,LR,28,-0.56,EN
sp6779,Rosa pinnatisepala,90,729,7.1,LR,757,7.41,LR,728,7.09,LR
sp6780,Rosa platyacantha,270,444,0.64,LR,370,0.37,LR,240,-0.11,LR
sp6781,Rosa praelucens,38,3,-0.92,CE,4,-0.89,CE,9,-0.76,EN
sp6782,Rosa prattii,1260,2166,0.72,LR,2416,0.92,LR,2052,0.63,LR
sp6783,Rosa pricei,32,33,0.03,LR,34,0.06,LR,30,-0.06,LR
sp6784,Rosa primula,1103,646,-0.41,VU,544,-0.51,EN,514,-0.53,EN
sp6785,Rosa pseudobanksiae,64,5,-0.92,CE,24,-0.63,EN,31,-0.52,EN
sp6786,Rosa roxburghii,3860,3283,-0.15,LR,2898,-0.25,LR,1914,-0.5,EN
sp6787,Rosa rubus,3061,1849,-0.4,VU,1552,-0.49,VU,1698,-0.45,VU
sp6788,Rosa rugosa,1774,2806,0.58,LR,2978,0.68,LR,2448,0.38,LR
sp6789,Rosa sambucina var. pubescens,41,97,1.37,LR,83,1.02,LR,97,1.37,LR
sp6790,Rosa saturata,53,49,-0.08,LR,27,-0.49,VU,0,-1,EX
sp6791,Rosa sericea,2268,3520,0.55,LR,3587,0.58,LR,3267,0.44,LR
sp6792,Rosa sertata,2284,2683,0.17,LR,2864,0.25,LR,2599,0.14,LR
sp6793,Rosa setipoda,727,1570,1.16,LR,1858,1.56,LR,2328,2.2,LR
sp6794,Rosa sikangensis,1354,2586,0.91,LR,2584,0.91,LR,2393,0.77,LR
sp6795,Rosa soulieana,1103,1522,0.38,LR,1521,0.38,LR,1322,0.2,LR
sp6796,Rosa spinosissima,545,613,0.12,LR,594,0.09,LR,393,-0.28,LR
sp6797,Rosa sweginzowii,2743,3838,0.4,LR,3987,0.45,LR,3818,0.39,LR
sp6798,Rosa taronensis,103,18,-0.83,CE,65,-0.37,VU,159,0.54,LR
sp6799,Rosa transmorrisonensis,24,26,0.08,LR,23,-0.04,LR,18,-0.25,LR
sp6800,Rosa webbiana,175,608,2.47,LR,532,2.04,LR,271,0.55,LR
sp6801,Rosa willmottiae,1336,2664,0.99,LR,3077,1.3,LR,3118,1.33,LR
sp6802,Rosa xanthina,758,1907,1.52,LR,1930,1.55,LR,1570,1.07,LR
sp6803,Rosa zhongdianensis,69,85,0.23,LR,160,1.32,LR,79,0.14,LR
sp6804,Rostrinucula dependens,627,1051,0.68,LR,1019,0.63,LR,452,-0.28,LR
sp6805,Rostrinucula sinensis,221,30,-0.86,CE,9,-0.96,CE,27,-0.88,CE
sp6806,Rotula aquatica,345,1074,2.11,LR,1406,3.08,LR,2504,6.26,LR
sp6807,Rourea caudata,376,995,1.65,LR,931,1.48,LR,529,0.41,LR
sp6808,Rourea microphylla,1608,2550,0.59,LR,2977,0.85,LR,3545,1.2,LR
sp6809,Rourea minor,1050,1116,0.06,LR,662,-0.37,VU,969,-0.08,LR
sp6810,Rubus acuminatus,104,38,-0.63,EN,37,-0.64,EN,76,-0.27,LR
sp6811,Rubus acuminatus var. puberulus,56,165,1.95,LR,176,2.14,LR,296,4.29,LR
sp6812,Rubus adenophorus,2667,3051,0.14,LR,2829,0.06,LR,2416,-0.09,LR
sp6813,Rubus alceifolius,2395,1849,-0.23,LR,1156,-0.52,EN,1068,-0.55,EN
sp6814,Rubus alexeterius,1173,1586,0.35,LR,1813,0.55,LR,1873,0.6,LR
sp6815,Rubus alexeterius var. acaenocalyx,296,738,1.49,LR,747,1.52,LR,537,0.81,LR
sp6816,Rubus alnifoliolatus,60,123,1.05,LR,111,0.85,LR,112,0.87,LR
sp6817,Rubus amabilis,1952,2294,0.18,LR,2269,0.16,LR,2780,0.42,LR
sp6818,Rubus amphidasys,2029,1443,-0.29,LR,954,-0.53,EN,595,-0.71,EN
sp6819,Rubus angustibracteatus,67,200,1.99,LR,223,2.33,LR,87,0.3,LR
sp6820,Rubus assamensis,1578,2324,0.47,LR,2230,0.41,LR,1584,0,LR
sp6821,Rubus aurantiacus,1270,2515,0.98,LR,2582,1.03,LR,2125,0.67,LR
sp6822,Rubus aurantiacus var. obtusifolius,78,0,-1,EX,0,-1,EX,2,-0.97,CE
sp6823,Rubus austrotibetanus,657,3149,3.79,LR,3248,3.94,LR,1874,1.85,LR
sp6824,Rubus bambusarum,601,475,-0.21,LR,297,-0.51,EN,301,-0.5,EN
sp6825,Rubus biflorus,2173,2019,-0.07,LR,2058,-0.05,LR,1978,-0.09,LR
sp6826,Rubus bonatianus,334,827,1.48,LR,753,1.25,LR,396,0.19,LR
sp6827,Rubus buergeri,2199,2579,0.17,LR,1941,-0.12,LR,1090,-0.5,EN
sp6828,Rubus caesius,340,421,0.24,LR,376,0.11,LR,245,-0.28,LR
sp6829,Rubus calycacanthus,560,350,-0.38,VU,338,-0.4,VU,1592,1.84,LR
sp6830,Rubus caudifolius,406,669,0.65,LR,304,-0.25,LR,195,-0.52,EN
sp6831,Rubus chiliadenus,456,361,-0.21,LR,344,-0.25,LR,99,-0.78,EN
sp6832,Rubus chingii,2100,2274,0.08,LR,1824,-0.13,LR,1455,-0.31,VU
sp6833,Rubus chingii var. suavissimus,259,355,0.37,LR,158,-0.39,VU,651,1.51,LR
sp6834,Rubus chroosepalus,2041,1256,-0.38,VU,935,-0.54,EN,1540,-0.25,LR
sp6835,Rubus chrysobotrys,162,68,-0.58,EN,61,-0.62,EN,102,-0.37,VU
sp6836,Rubus cinclidodictyus,742,1022,0.38,LR,867,0.17,LR,1004,0.35,LR
sp6837,Rubus cochinchinensis,754,1707,1.26,LR,2578,2.42,LR,4391,4.82,LR
sp6838,Rubus cockburnianus,1489,2685,0.8,LR,3222,1.16,LR,2709,0.82,LR
sp6839,Rubus columellaris,2149,2305,0.07,LR,1838,-0.14,LR,2164,0.01,LR
sp6840,Rubus corchorifolius,4412,3849,-0.13,LR,3607,-0.18,LR,3829,-0.13,LR
sp6841,Rubus coreanus,2900,2981,0.03,LR,2649,-0.09,LR,2215,-0.24,LR
sp6842,Rubus coreanus var. tomentosus,1826,1760,-0.04,LR,1565,-0.14,LR,1295,-0.29,LR
sp6843,Rubus crassifolius,81,4,-0.95,CE,0,-1,EX,0,-1,EX
sp6844,Rubus crataegifolius,1587,1730,0.09,LR,1545,-0.03,LR,1907,0.2,LR
sp6845,Rubus croceacanthus,61,115,0.89,LR,108,0.77,LR,105,0.72,LR
sp6846,Rubus delavayi,923,1792,0.94,LR,2061,1.23,LR,2038,1.21,LR
sp6847,Rubus dolichophyllus,301,115,-0.62,EN,139,-0.54,EN,537,0.78,LR
sp6848,Rubus doyonensis,284,428,0.51,LR,456,0.61,LR,320,0.13,LR
sp6849,Rubus dunnii,336,829,1.47,LR,544,0.62,LR,1508,3.49,LR
sp6850,Rubus ellipticus,2000,2484,0.24,LR,2638,0.32,LR,2180,0.09,LR
sp6851,Rubus ellipticus var. obcordatus,1568,2243,0.43,LR,2507,0.6,LR,2849,0.82,LR
sp6852,Rubus erythrocarpus,35,42,0.2,LR,40,0.14,LR,61,0.74,LR
sp6853,Rubus eucalyptus,1445,3578,1.48,LR,3528,1.44,LR,3301,1.28,LR
sp6854,Rubus eustephanos,1454,1333,-0.08,LR,778,-0.46,VU,1065,-0.27,LR
sp6855,Rubus eustephanos var. glanduliger,175,442,1.53,LR,423,1.42,LR,333,0.9,LR
sp6856,Rubus feddei,447,431,-0.04,LR,763,0.71,LR,1959,3.38,LR
sp6857,Rubus flagelliflorus,1138,766,-0.33,VU,525,-0.54,EN,840,-0.26,LR
sp6858,Rubus flosculosus,2038,2785,0.37,LR,2801,0.37,LR,1920,-0.06,LR
sp6859,Rubus formosensis,579,649,0.12,LR,874,0.51,LR,762,0.32,LR
sp6860,Rubus forrestianus,31,25,-0.19,LR,37,0.19,LR,60,0.94,LR
sp6861,Rubus fraxinifoliolus,73,171,1.34,LR,178,1.44,LR,155,1.12,LR
sp6862,Rubus fujianensis,227,873,2.85,LR,506,1.23,LR,299,0.32,LR
sp6863,Rubus fuscifolius,26,19,-0.27,LR,22,-0.15,LR,36,0.38,LR
sp6864,Rubus fuscorubens,42,378,8,LR,462,10,LR,108,1.57,LR
sp6865,Rubus glabricarpus,458,1047,1.29,LR,878,0.92,LR,372,-0.19,LR
sp6866,Rubus glabricarpus var. glabratus,209,505,1.42,LR,384,0.84,LR,233,0.11,LR
sp6867,Rubus grayanus,760,1280,0.68,LR,880,0.16,LR,620,-0.18,LR
sp6868,Rubus grayanus var. trilobatus,64,223,2.48,LR,208,2.25,LR,66,0.03,LR
sp6869,Rubus gressittii,422,823,0.95,LR,541,0.28,LR,512,0.21,LR
sp6870,Rubus gyamdaensis,83,364,3.39,LR,306,2.69,LR,6,-0.93,CE
sp6871,Rubus hanceanus,1056,1333,0.26,LR,1327,0.26,LR,595,-0.44,VU
sp6872,Rubus hastifolius,1006,299,-0.7,EN,107,-0.89,CE,504,-0.5,EN
sp6873,Rubus henryi,898,708,-0.21,LR,300,-0.67,EN,391,-0.56,EN
sp6874,Rubus henryi var. sozostylus,758,475,-0.37,VU,211,-0.72,EN,295,-0.61,EN
sp6875,Rubus hirsutus,1715,1914,0.12,LR,1237,-0.28,LR,802,-0.53,EN
sp6876,Rubus humulifolius,354,354,0,LR,229,-0.35,VU,114,-0.68,EN
sp6877,Rubus hunanensis,1638,1269,-0.23,LR,679,-0.59,EN,627,-0.62,EN
sp6878,Rubus hypopitys,369,2091,4.67,LR,2077,4.63,LR,1366,2.7,LR
sp6879,Rubus ichangensis,2262,2976,0.32,LR,3072,0.36,LR,3638,0.61,LR
sp6880,Rubus idaeopsis,1220,841,-0.31,VU,731,-0.4,VU,969,-0.21,LR
sp6881,Rubus idaeus,2058,3449,0.68,LR,3337,0.62,LR,2219,0.08,LR
sp6882,Rubus idaeus var. borealisinensis,856,1766,1.06,LR,1797,1.1,LR,1368,0.6,LR
sp6883,Rubus impressinervus,174,216,0.24,LR,42,-0.76,EN,75,-0.57,EN
sp6884,Rubus innominatus,3348,3479,0.04,LR,3380,0.01,LR,2319,-0.31,VU
sp6885,Rubus innominatus var. aralioides,1159,2302,0.99,LR,2461,1.12,LR,2141,0.85,LR
sp6886,Rubus innominatus var. kuntzeanus,1661,905,-0.46,VU,388,-0.77,EN,303,-0.82,CE
sp6887,Rubus innominatus var. macrosepalus,127,119,-0.06,LR,27,-0.79,EN,8,-0.94,CE
sp6888,Rubus innominatus var. quinatus,77,5,-0.94,CE,0,-1,EX,0,-1,EX
sp6889,Rubus inopertus,1483,2097,0.41,LR,1892,0.28,LR,1416,-0.05,LR
sp6890,Rubus irenaeus,2157,2283,0.06,LR,1976,-0.08,LR,1447,-0.33,VU
sp6891,Rubus irritans,1588,2092,0.32,LR,1804,0.14,LR,1466,-0.08,LR
sp6892,Rubus jambosoides,720,965,0.34,LR,727,0.01,LR,541,-0.25,LR
sp6893,Rubus jianensis,49,1,-0.98,CE,6,-0.88,CE,3,-0.94,CE
sp6894,Rubus kawakamii,70,259,2.7,LR,258,2.69,LR,170,1.43,LR
sp6895,Rubus komarovii,970,1482,0.53,LR,1478,0.52,LR,1100,0.13,LR
sp6896,Rubus kulinganus,178,30,-0.83,CE,1,-0.99,CE,0,-1,EX
sp6897,Rubus kwangsiensis,64,3,-0.95,CE,0,-1,EX,0,-1,EX
sp6898,Rubus lambertianus,4098,4736,0.16,LR,4797,0.17,LR,5412,0.32,LR
sp6899,Rubus lambertianus var. glaber,2302,2975,0.29,LR,2734,0.19,LR,2232,-0.03,LR
sp6900,Rubus lambertianus var. paykouangensis,809,352,-0.56,EN,194,-0.76,EN,340,-0.58,EN
sp6901,Rubus lasiostylus,1063,2003,0.88,LR,2023,0.9,LR,1475,0.39,LR
sp6902,Rubus lasiotrichos,665,1738,1.61,LR,1612,1.42,LR,1452,1.18,LR
sp6903,Rubus latoauriculatus,187,20,-0.89,CE,80,-0.57,EN,249,0.33,LR
sp6904,Rubus laxus,345,683,0.98,LR,654,0.9,LR,404,0.17,LR
sp6905,Rubus leucanthus,2184,2191,0,LR,1564,-0.28,LR,1631,-0.25,LR
sp6906,Rubus lineatus,696,1672,1.4,LR,1387,0.99,LR,547,-0.21,LR
sp6907,Rubus lineatus var. angustifolius,32,35,0.09,LR,38,0.19,LR,70,1.19,LR
sp6908,Rubus lineatus var. glabrescens,85,95,0.12,LR,77,-0.09,LR,324,2.81,LR
sp6909,Rubus lobatus,161,156,-0.03,LR,114,-0.29,LR,116,-0.28,LR
sp6910,Rubus lobophyllus,601,83,-0.86,CE,6,-0.99,CE,158,-0.74,EN
sp6911,Rubus lucens,304,532,0.75,LR,506,0.66,LR,265,-0.13,LR
sp6912,Rubus lutescens,1244,1671,0.34,LR,1670,0.34,LR,1437,0.16,LR
sp6913,Rubus macilentus,1639,2647,0.62,LR,2691,0.64,LR,1864,0.14,LR
sp6914,Rubus macilentus var. angulatus,92,0,-1,EX,3,-0.97,CE,1,-0.99,CE
sp6915,Rubus malifolius,2290,1081,-0.53,EN,752,-0.67,EN,1312,-0.43,VU
sp6916,Rubus mallotifolius,96,16,-0.83,CE,14,-0.85,CE,294,2.06,LR
sp6917,Rubus mesogaeus,2886,3832,0.33,LR,4192,0.45,LR,3083,0.07,LR
sp6918,Rubus mesogaeus var. oxycomus,269,338,0.26,LR,337,0.25,LR,120,-0.55,EN
sp6919,Rubus metoensis,183,2134,10.66,LR,2320,11.68,LR,1130,5.17,LR
sp6920,Rubus nagasawanus,327,117,-0.64,EN,8,-0.98,CE,17,-0.95,CE
sp6921,Rubus neoviburnifolius,498,670,0.35,LR,639,0.28,LR,220,-0.56,EN
sp6922,Rubus niveus,2800,3143,0.12,LR,3181,0.14,LR,3314,0.18,LR
sp6923,Rubus pacificus,1124,1104,-0.02,LR,567,-0.5,EN,256,-0.77,EN
sp6924,Rubus panduratus,386,133,-0.66,EN,145,-0.62,EN,137,-0.65,EN
sp6925,Rubus panduratus var. etomentosus,22,2,-0.91,CE,0,-1,EX,1,-0.95,CE
sp6926,Rubus paniculatus,759,1138,0.5,LR,1112,0.47,LR,857,0.13,LR
sp6927,Rubus parkeri,1802,1746,-0.03,LR,1512,-0.16,LR,1031,-0.43,VU
sp6928,Rubus parviaraliifolius,55,94,0.71,LR,98,0.78,LR,75,0.36,LR
sp6929,Rubus parvifolius,5511,5333,-0.03,LR,5064,-0.08,LR,4722,-0.14,LR
sp6930,Rubus parvifolius var. adenochlamys,1964,2325,0.18,LR,2286,0.16,LR,2243,0.14,LR
sp6931,Rubus paucidentatus,161,148,-0.08,LR,233,0.45,LR,391,1.43,LR
sp6932,Rubus pectinarioides,210,1026,3.89,LR,967,3.6,LR,400,0.9,LR
sp6933,Rubus pedunculosus,54,0,-1,EX,0,-1,EX,0,-1,EX
sp6934,Rubus peltatus,1877,2359,0.26,LR,1686,-0.1,LR,773,-0.59,EN
sp6935,Rubus pentagonus,1317,2031,0.54,LR,1977,0.5,LR,1592,0.21,LR
sp6936,Rubus pentagonus var. modestus,865,2848,2.29,LR,2773,2.21,LR,2437,1.82,LR
sp6937,Rubus phoenicolasius,4084,6373,0.56,LR,6898,0.69,LR,7381,0.81,LR
sp6938,Rubus pileatus,1384,3120,1.25,LR,3616,1.61,LR,3529,1.55,LR
sp6939,Rubus piluliferus,947,919,-0.03,LR,881,-0.07,LR,514,-0.46,VU
sp6940,Rubus pinnatisepalus,1813,2076,0.15,LR,1957,0.08,LR,1326,-0.27,LR
sp6941,Rubus pirifolius,2173,2470,0.14,LR,2788,0.28,LR,3788,0.74,LR
sp6942,Rubus playfairianus,793,1026,0.29,LR,770,-0.03,LR,628,-0.21,LR
sp6943,Rubus pluribracteatus,762,969,0.27,LR,1005,0.32,LR,740,-0.03,LR
sp6944,Rubus poliophyllus,318,553,0.74,LR,569,0.79,LR,126,-0.6,EN
sp6945,Rubus preptanthus,849,1892,1.23,LR,2379,1.8,LR,2257,1.66,LR
sp6946,Rubus pseudopileatus,83,315,2.8,LR,274,2.3,LR,47,-0.43,VU
sp6947,Rubus pseudopileatus var. glabratus,44,140,2.18,LR,129,1.93,LR,11,-0.75,EN
sp6948,Rubus pseudopileatus var. kangdingensis,104,380,2.65,LR,349,2.36,LR,59,-0.43,VU
sp6949,Rubus ptilocarpus,477,220,-0.54,EN,154,-0.68,EN,121,-0.75,EN
sp6950,Rubus pungens,2103,2687,0.28,LR,2799,0.33,LR,2984,0.42,LR
sp6951,Rubus pungens var. linearisepalus,49,3,-0.94,CE,8,-0.84,CE,9,-0.82,CE
sp6952,Rubus pungens var. oldhamii,1827,1690,-0.07,LR,1529,-0.16,LR,987,-0.46,VU
sp6953,Rubus quinquefoliolatus,368,474,0.29,LR,471,0.28,LR,717,0.95,LR
sp6954,Rubus reflexus,2852,3131,0.1,LR,2890,0.01,LR,2535,-0.11,LR
sp6955,Rubus reflexus var. hui,2196,2906,0.32,LR,2613,0.19,LR,2744,0.25,LR
sp6956,Rubus reflexus var. lanceolobus,1470,1646,0.12,LR,1557,0.06,LR,1297,-0.12,LR
sp6957,Rubus reflexus var. orogenes,748,545,-0.27,LR,284,-0.62,EN,492,-0.34,VU
sp6958,Rubus reticulatus,268,2052,6.66,LR,2156,7.04,LR,892,2.33,LR
sp6959,Rubus rolfei,28,42,0.5,LR,33,0.18,LR,30,0.07,LR
sp6960,Rubus rosifolius,3119,3722,0.19,LR,3064,-0.02,LR,2649,-0.15,LR
sp6961,Rubus rosifolius var. coronarius,78,119,0.53,LR,109,0.4,LR,58,-0.26,LR
sp6962,Rubus rufus,2067,1420,-0.31,VU,973,-0.53,EN,701,-0.66,EN
sp6963,Rubus rufus var. palmatifidus,126,45,-0.64,EN,28,-0.78,EN,39,-0.69,EN
sp6964,Rubus sachalinensis,3384,3070,-0.09,LR,2610,-0.23,LR,2048,-0.39,VU
sp6965,Rubus septemlobus,129,30,-0.77,EN,265,1.05,LR,47,-0.64,EN
sp6966,Rubus setchuenensis,2572,3239,0.26,LR,2975,0.16,LR,2170,-0.16,LR
sp6967,Rubus shihae,511,208,-0.59,EN,185,-0.64,EN,268,-0.48,VU
sp6968,Rubus sikkimensis,37,825,21.3,LR,774,19.92,LR,30,-0.19,LR
sp6969,Rubus simplex,1455,2127,0.46,LR,2001,0.38,LR,1197,-0.18,LR
sp6970,Rubus stans,1267,1199,-0.05,LR,1291,0.02,LR,1243,-0.02,LR
sp6971,Rubus stans var. soulieanus,384,831,1.16,LR,793,1.07,LR,595,0.55,LR
sp6972,Rubus stimulans,580,567,-0.02,LR,561,-0.03,LR,496,-0.14,LR
sp6973,Rubus subcoreanus,335,670,1,LR,838,1.5,LR,506,0.51,LR
sp6974,Rubus subinopertus,605,1021,0.69,LR,877,0.45,LR,781,0.29,LR
sp6975,Rubus subornatus,1580,1730,0.09,LR,1659,0.05,LR,1490,-0.06,LR
sp6976,Rubus subornatus var. melanadenus,1263,1541,0.22,LR,1519,0.2,LR,1286,0.02,LR
sp6977,Rubus subtibetanus,834,2354,1.82,LR,2587,2.1,LR,2515,2.02,LR
sp6978,Rubus sumatranus,3438,4020,0.17,LR,4123,0.2,LR,4114,0.2,LR
sp6979,Rubus swinhoei,2688,2972,0.11,LR,2487,-0.07,LR,1867,-0.31,VU
sp6980,Rubus taiwanicola,29,33,0.14,LR,33,0.14,LR,31,0.07,LR
sp6981,Rubus tephrodes,2558,2970,0.16,LR,2150,-0.16,LR,2553,0,LR
sp6982,Rubus tephrodes var. ampliflorus,1418,2131,0.5,LR,1680,0.18,LR,1956,0.38,LR
sp6983,Rubus thibetanus,392,1097,1.8,LR,1434,2.66,LR,655,0.67,LR
sp6984,Rubus tinifolius,230,589,1.56,LR,546,1.37,LR,503,1.19,LR
sp6985,Rubus trianthus,1868,1906,0.02,LR,1626,-0.13,LR,535,-0.71,EN
sp6986,Rubus tricolor,1344,2435,0.81,LR,2631,0.96,LR,2517,0.87,LR
sp6987,Rubus trijugus,646,1004,0.55,LR,1209,0.87,LR,1357,1.1,LR
sp6988,Rubus tsangii,2086,3541,0.7,LR,3721,0.78,LR,3357,0.61,LR
sp6989,Rubus tsangorum,1690,2271,0.34,LR,1804,0.07,LR,1400,-0.17,LR
sp6990,Rubus wallichianus,2081,2377,0.14,LR,2384,0.15,LR,2909,0.4,LR
sp6991,Rubus wangii,110,74,-0.33,VU,202,0.84,LR,54,-0.51,EN
sp6992,Rubus wardii,399,2810,6.04,LR,3054,6.65,LR,1846,3.63,LR
sp6993,Rubus xanthocarpus,1422,1864,0.31,LR,1916,0.35,LR,1588,0.12,LR
sp6994,Rubus xanthoneurus,2319,2606,0.12,LR,2494,0.08,LR,2447,0.06,LR
sp6995,Rubus yunanicus,56,267,3.77,LR,250,3.46,LR,244,3.36,LR
sp6996,Rumex hastatus,1556,2896,0.86,LR,3115,1,LR,2298,0.48,LR
sp6997,Ryssopterys timoriensis,27,100,2.7,LR,88,2.26,LR,91,2.37,LR
sp6998,Sabia campanulata,2402,4210,0.75,LR,4053,0.69,LR,1789,-0.26,LR
sp6999,Sabia campanulata ssp. ritchieae,2280,3207,0.41,LR,2991,0.31,LR,2439,0.07,LR
sp7000,Sabia coriacea,1577,2460,0.56,LR,2604,0.65,LR,2865,0.82,LR
sp7001,Sabia dielsii,1453,2924,1.01,LR,2968,1.04,LR,3239,1.23,LR
sp7002,Sabia emarginata,1331,1275,-0.04,LR,766,-0.42,VU,702,-0.47,VU
sp7003,Sabia fasciculata,1503,1978,0.32,LR,2324,0.55,LR,2600,0.73,LR
sp7004,Sabia japonica,2949,3997,0.36,LR,4021,0.36,LR,3254,0.1,LR
sp7005,Sabia japonica var. sinensis,316,544,0.72,LR,273,-0.14,LR,644,1.04,LR
sp7006,Sabia limoniacea,1289,966,-0.25,LR,736,-0.43,VU,470,-0.64,EN
sp7007,Sabia nervosa,387,166,-0.57,EN,449,0.16,LR,838,1.17,LR
sp7008,Sabia parviflora,2580,2073,-0.2,LR,1588,-0.38,VU,1159,-0.55,EN
sp7009,Sabia purpurea ssp. dumicola,277,497,0.79,LR,493,0.78,LR,179,-0.35,VU
sp7010,Sabia schumanniana,2148,2308,0.07,LR,2481,0.16,LR,1725,-0.2,LR
sp7011,Sabia schumanniana ssp. pluriflora,458,494,0.08,LR,602,0.31,LR,756,0.65,LR
sp7012,Sabia swinhoei,3198,3967,0.24,LR,3661,0.14,LR,3006,-0.06,LR
sp7013,Sabia yunnanensis,2468,2899,0.17,LR,2790,0.13,LR,2337,-0.05,LR
sp7014,Sabia yunnanensis ssp. latifolia,913,3387,2.71,LR,3700,3.05,LR,2716,1.97,LR
sp7015,Sageretia camelliifolia,207,261,0.26,LR,358,0.73,LR,654,2.16,LR
sp7016,Sageretia gracilis,1407,2069,0.47,LR,2433,0.73,LR,2339,0.66,LR
sp7017,Sageretia hamosa,3006,3707,0.23,LR,3513,0.17,LR,3968,0.32,LR
sp7018,Sageretia horrida,689,1151,0.67,LR,1236,0.79,LR,1391,1.02,LR
sp7019,Sageretia laxiflora,692,1047,0.51,LR,1316,0.9,LR,1562,1.26,LR
sp7020,Sageretia lijiangensis,99,131,0.32,LR,216,1.18,LR,277,1.8,LR
sp7021,Sageretia lucida,3236,3544,0.1,LR,3688,0.14,LR,3274,0.01,LR
sp7022,Sageretia melliana,2358,2885,0.22,LR,2359,0,LR,1872,-0.21,LR
sp7023,Sageretia omeiensis,188,229,0.22,LR,85,-0.55,EN,62,-0.67,EN
sp7024,Sageretia paucicostata,2487,3748,0.51,LR,4020,0.62,LR,3651,0.47,LR
sp7025,Sageretia randaiensis,61,232,2.8,LR,288,3.72,LR,144,1.36,LR
sp7026,Sageretia rugosa,968,332,-0.66,EN,174,-0.82,CE,418,-0.57,EN
sp7027,Sageretia subcaudata,1663,2301,0.38,LR,2398,0.44,LR,2285,0.37,LR
sp7028,Sageretia thea,4477,5830,0.3,LR,6078,0.36,LR,5122,0.14,LR
sp7029,Sageretia thea var. cordiformis,110,319,1.9,LR,294,1.67,LR,275,1.5,LR
sp7030,Sageretia thea var. tomentosa,1296,3014,1.33,LR,2989,1.31,LR,2449,0.89,LR
sp7031,Sageretia yilinii,37,28,-0.24,LR,64,0.73,LR,69,0.86,LR
sp7032,Salacia chinensis,339,2001,4.9,LR,2771,7.17,LR,4250,11.54,LR
sp7033,Salacia cochinchinensis,38,153,3.03,LR,179,3.71,LR,141,2.71,LR
sp7034,Salacia polysperma,139,211,0.52,LR,233,0.68,LR,170,0.22,LR
sp7035,Salacia sessiliflora,800,93,-0.88,CE,100,-0.88,CE,1058,0.32,LR
sp7036,Salix alatavica,495,611,0.23,LR,434,-0.12,LR,457,-0.08,LR
sp7037,Salix alba,4284,4576,0.07,LR,4718,0.1,LR,5145,0.2,LR
sp7038,Salix alfredii,1669,4353,1.61,LR,4639,1.78,LR,4336,1.6,LR
sp7039,Salix amphibola,207,317,0.53,LR,385,0.86,LR,140,-0.32,VU
sp7040,Salix annulifera,641,1828,1.85,LR,1798,1.8,LR,1663,1.59,LR
sp7041,Salix annulifera var. dentata,591,1628,1.75,LR,1597,1.7,LR,1365,1.31,LR
sp7042,Salix annulifera var. glabra,26,0,-1,EX,0,-1,EX,0,-1,EX
sp7043,Salix annulifera var. macroula,309,599,0.94,LR,548,0.77,LR,288,-0.07,LR
sp7044,Salix anticecrenata,834,1501,0.8,LR,1524,0.83,LR,1271,0.52,LR
sp7045,Salix araeostachya,1076,1751,0.63,LR,1895,0.76,LR,1985,0.84,LR
sp7046,Salix arctica,168,267,0.59,LR,288,0.71,LR,216,0.29,LR
sp7047,Salix argyracea,693,544,-0.22,LR,537,-0.23,LR,484,-0.3,VU
sp7048,Salix argyrophegga,316,1092,2.46,LR,1057,2.34,LR,478,0.51,LR
sp7049,Salix argyrotrichocarpa,92,754,7.2,LR,730,6.93,LR,37,-0.6,EN
sp7050,Salix atopantha,1772,3373,0.9,LR,3345,0.89,LR,3138,0.77,LR
sp7051,Salix austrotibetica,88,564,5.41,LR,524,4.95,LR,38,-0.57,EN
sp7052,Salix babylonica,8425,13188,0.57,LR,13627,0.62,LR,13781,0.64,LR
sp7053,Salix babylonica var. glandulipilosa,27,5,-0.81,CE,10,-0.63,EN,15,-0.44,VU
sp7054,Salix baileyi,308,187,-0.39,VU,17,-0.94,CE,11,-0.96,CE
sp7055,Salix balansaei var. hunanensis,53,48,-0.09,LR,10,-0.81,CE,33,-0.38,VU
sp7056,Salix balfouriana,850,2319,1.73,LR,2348,1.76,LR,2184,1.57,LR
sp7057,Salix bangongensis,578,676,0.17,LR,516,-0.11,LR,470,-0.19,LR
sp7058,Salix berberifolia,34,17,-0.5,EN,11,-0.68,EN,1,-0.97,CE
sp7059,Salix bikouensis,152,134,-0.12,LR,90,-0.41,VU,78,-0.49,VU
sp7060,Salix biondiana,370,1884,4.09,LR,1602,3.33,LR,1146,2.1,LR
sp7061,Salix bistyla,460,674,0.47,LR,641,0.39,LR,423,-0.08,LR
sp7062,Salix blakii,509,582,0.14,LR,641,0.26,LR,741,0.46,LR
sp7063,Salix boseensis,26,3,-0.88,CE,1,-0.96,CE,253,8.73,LR
