Species,Name,current,RCP2.6,RCP2.6_CSH,Type_1,RCP6.0,RCP6.0_CSH,Type_2,RCP8.5,RCP8.5_CSH,Type_3
sp293,Agapetes incurvata,218,915,3.2,LR,1035,3.75,LR,832,2.82,LR
sp294,Agapetes interdicta,335,566,0.69,LR,552,0.65,LR,311,-0.07,LR
sp295,Agapetes lacei,435,978,1.25,LR,962,1.21,LR,402,-0.08,LR
sp296,Agapetes lacei var. glaberrima,87,0,-1,EX,0,-1,EX,0,-1,EX
sp297,Agapetes lacei var. tomentella,87,0,-1,EX,0,-1,EX,0,-1,EX
sp298,Agapetes leiocarpa,133,295,1.22,LR,301,1.26,LR,181,0.36,LR
sp299,Agapetes leucocarpa,152,184,0.21,LR,165,0.09,LR,148,-0.03,LR
sp300,Agapetes listeri,76,113,0.49,LR,127,0.67,LR,46,-0.39,VU
sp301,Agapetes lobbii,185,469,1.54,LR,438,1.37,LR,92,-0.5,EN
sp302,Agapetes macrophylla,121,213,0.76,LR,205,0.69,LR,105,-0.13,LR
sp303,Agapetes malipoensis,41,0,-1,EX,0,-1,EX,47,0.15,LR
sp304,Agapetes mannii,1087,1169,0.08,LR,1204,0.11,LR,1178,0.08,LR
sp305,Agapetes marginata,79,57,-0.28,LR,38,-0.52,EN,1,-0.99,CE
sp306,Agapetes medogensis,152,328,1.16,LR,241,0.59,LR,185,0.22,LR
sp307,Agapetes megacarpa,132,29,-0.78,EN,22,-0.83,CE,0,-1,EX
sp308,Agapetes miniata,86,70,-0.19,LR,86,0,LR,110,0.28,LR
sp309,Agapetes miranda,95,238,1.51,LR,264,1.78,LR,115,0.21,LR
sp310,Agapetes mitrarioides,111,0,-1,EX,0,-1,EX,0,-1,EX
sp311,Agapetes oblonga,605,1604,1.65,LR,1681,1.78,LR,983,0.62,LR
sp312,Agapetes obovata,37,12,-0.68,EN,0,-1,EX,29,-0.22,LR
sp313,Agapetes pensilis,307,728,1.37,LR,697,1.27,LR,192,-0.37,VU
sp314,Agapetes praeclara,247,717,1.9,LR,670,1.71,LR,701,1.84,LR
sp315,Agapetes praestigiosa,87,229,1.63,LR,223,1.56,LR,96,0.1,LR
sp316,Agapetes pubiflora,112,211,0.88,LR,203,0.81,LR,111,-0.01,LR
sp317,Agapetes pyrolifolia,332,783,1.36,LR,774,1.33,LR,327,-0.02,LR
sp318,Agapetes refracta,111,259,1.33,LR,287,1.59,LR,189,0.7,LR
sp319,Agapetes rubrobracteata,485,514,0.06,LR,229,-0.53,EN,533,0.1,LR
sp320,Aglaia elaeagnoidea,608,1449,1.38,LR,1780,1.93,LR,2113,2.48,LR
sp321,Aglaia lawii,1593,2262,0.42,LR,2704,0.7,LR,2767,0.74,LR
sp322,Aglaia odorata,1024,1357,0.33,LR,1590,0.55,LR,1967,0.92,LR
sp323,Aglaia perviridis,307,515,0.68,LR,473,0.54,LR,415,0.35,LR
sp324,Aglaia rimosa,31,69,1.23,LR,60,0.94,LR,62,1,LR
sp325,Aglaia spectabilis,293,698,1.38,LR,642,1.19,LR,608,1.08,LR
sp326,Aidia canthioides,2240,2596,0.16,LR,2579,0.15,LR,2224,-0.01,LR
sp327,Aidia cochinchinensis,3021,3231,0.07,LR,2535,-0.16,LR,2032,-0.33,VU
sp328,Aidia oxyodonta,221,354,0.6,LR,279,0.26,LR,196,-0.11,LR
sp329,Aidia pycnantha,1265,590,-0.53,EN,396,-0.69,EN,838,-0.34,VU
sp330,Aidia salicifolia,33,1,-0.97,CE,5,-0.85,CE,0,-1,EX
sp331,Aidia yunnanensis,326,406,0.25,LR,432,0.33,LR,577,0.77,LR
sp332,Ailanthus altissima,6819,5929,-0.13,LR,5258,-0.23,LR,4664,-0.32,VU
sp333,Ailanthus altissima var. sutchuenensis,1010,965,-0.04,LR,1101,0.09,LR,985,-0.02,LR
sp334,Ailanthus fordii,233,291,0.25,LR,279,0.2,LR,132,-0.43,VU
sp335,Ailanthus giraldii,359,539,0.5,LR,653,0.82,LR,643,0.79,LR
sp336,Ailanthus triphysa,220,593,1.7,LR,721,2.28,LR,552,1.51,LR
sp337,Ailanthus vilmoriniana,2642,3010,0.14,LR,3496,0.32,LR,2484,-0.06,LR
sp338,Ajania fruticulosa,4577,5665,0.24,LR,5559,0.21,LR,5633,0.23,LR
sp339,Ajania nematoloba,621,1101,0.77,LR,1315,1.12,LR,1160,0.87,LR
sp340,Ajania potaninii,350,529,0.51,LR,588,0.68,LR,454,0.3,LR
sp341,Ajania purpurea,188,563,1.99,LR,576,2.06,LR,499,1.65,LR
sp342,Ajania quercifolia,141,177,0.26,LR,188,0.33,LR,230,0.63,LR
sp343,Ajania ramosa,732,948,0.3,LR,538,-0.27,LR,288,-0.61,EN
sp344,Ajania salicifolia,1224,2023,0.65,LR,1938,0.58,LR,1852,0.51,LR
sp345,Ajania scharnhorstii,1253,1249,0,LR,1087,-0.13,LR,1343,0.07,LR
sp346,Ajania tibetica,1100,1373,0.25,LR,1301,0.18,LR,1109,0.01,LR
sp347,Ajania variifolia,227,325,0.43,LR,185,-0.19,LR,71,-0.69,EN
sp348,Akebia longeracemosa,28,23,-0.18,LR,10,-0.64,EN,24,-0.14,LR
sp349,Akebia quinata,3136,3043,-0.03,LR,2472,-0.21,LR,1850,-0.41,VU
sp350,Akebia trifoliata,3773,3820,0.01,LR,3612,-0.04,LR,3333,-0.12,LR
sp351,Akebia trifoliata ssp. australis,3782,3699,-0.02,LR,3097,-0.18,LR,3261,-0.14,LR
sp352,Alangium alpinum,538,1973,2.67,LR,2117,2.93,LR,1490,1.77,LR
sp353,Alangium barbatum,446,658,0.48,LR,640,0.43,LR,601,0.35,LR
sp354,Alangium chinense,5779,5587,-0.03,LR,5179,-0.1,LR,4243,-0.27,LR
sp355,Alangium chinense ssp. pauciflorum,1024,889,-0.13,LR,847,-0.17,LR,547,-0.47,VU
sp356,Alangium chinense ssp. strigosum,1769,1148,-0.35,VU,663,-0.63,EN,463,-0.74,EN
sp357,Alangium chinense ssp. triangulare,449,268,-0.4,VU,107,-0.76,EN,23,-0.95,CE
sp358,Alangium faberi,3002,2860,-0.05,LR,3054,0.02,LR,3626,0.21,LR
sp359,Alangium faberi var. heterophyllum,496,461,-0.07,LR,290,-0.42,VU,144,-0.71,EN
sp360,Alangium faberi var. perforatum,355,174,-0.51,EN,98,-0.72,EN,9,-0.97,CE
sp361,Alangium faberi var. platyphyllum,819,322,-0.61,EN,711,-0.13,LR,414,-0.49,VU
sp362,Alangium kurzii,3109,1718,-0.45,VU,974,-0.69,EN,738,-0.76,EN
sp363,Alangium kurzii var. handelii,2050,1811,-0.12,LR,1457,-0.29,LR,840,-0.59,EN
sp364,Alangium kwangsiense,970,1285,0.32,LR,1190,0.23,LR,1727,0.78,LR
sp365,Alangium platanifolium var. trilobum,4248,4963,0.17,LR,4376,0.03,LR,2867,-0.33,VU
sp366,Alangium salviifolium,157,196,0.25,LR,412,1.62,LR,630,3.01,LR
sp367,Alangium yunnanense,28,8,-0.71,EN,15,-0.46,VU,1,-0.96,CE
sp368,Albertisia laurifolia,125,67,-0.46,VU,71,-0.43,VU,237,0.9,LR
sp369,Albizia chinensis,2464,1395,-0.43,VU,1504,-0.39,VU,2273,-0.08,LR
sp370,Albizia corniculata,1150,1134,-0.01,LR,1327,0.15,LR,1310,0.14,LR
sp371,Albizia crassiramea,252,369,0.46,LR,262,0.04,LR,267,0.06,LR
sp372,Albizia garrettii,510,546,0.07,LR,414,-0.19,LR,470,-0.08,LR
sp373,Albizia julibrissin,5689,5915,0.04,LR,5676,0,LR,4939,-0.13,LR
sp374,Albizia kalkora,4513,5206,0.15,LR,4880,0.08,LR,4461,-0.01,LR
sp375,Albizia lucidior,1214,1636,0.35,LR,1672,0.38,LR,1705,0.4,LR
sp376,Albizia mollis,1265,1877,0.48,LR,2141,0.69,LR,2330,0.84,LR
sp377,Albizia odoratissima,2464,3649,0.48,LR,3723,0.51,LR,3417,0.39,LR
sp378,Albizia procera,405,703,0.74,LR,745,0.84,LR,807,0.99,LR
sp379,Albizia sherriffii,119,157,0.32,LR,98,-0.18,LR,0,-1,EX
sp380,Alchornea davidii,3902,3797,-0.03,LR,3836,-0.02,LR,3009,-0.23,LR
sp381,Alchornea hunanensis,404,288,-0.29,LR,192,-0.52,EN,332,-0.18,LR
sp382,Alchornea rugosa,1138,381,-0.67,EN,578,-0.49,VU,1569,0.38,LR
sp383,Alchornea rugosa var. pubescens,85,94,0.11,LR,108,0.27,LR,382,3.49,LR
sp384,Alchornea tiliifolia,990,697,-0.3,VU,956,-0.03,LR,560,-0.43,VU
sp385,Alchornea trewioides,2717,3675,0.35,LR,3512,0.29,LR,4769,0.76,LR
sp386,Alchornea trewioides var. sinica,86,1,-0.99,CE,1,-0.99,CE,116,0.35,LR
sp387,Alcimandra cathcartii,922,1685,0.83,LR,1693,0.84,LR,826,-0.1,LR
sp388,Aleurites moluccana,1287,1699,0.32,LR,1943,0.51,LR,2552,0.98,LR
sp389,Alhagi sparsifolia,1170,609,-0.48,VU,293,-0.75,EN,186,-0.84,CE
sp390,Alleizettella leucocarpa,596,870,0.46,LR,809,0.36,LR,653,0.1,LR
sp391,Allomorphia balansae,392,23,-0.94,CE,30,-0.92,CE,65,-0.83,CE
sp392,Allomorphia baviensis,361,543,0.5,LR,389,0.08,LR,498,0.38,LR
sp393,Allomorphia urophylla,286,17,-0.94,CE,6,-0.98,CE,118,-0.59,EN
sp394,Allophylus caudatus,106,60,-0.43,VU,69,-0.35,VU,154,0.45,LR
sp395,Allophylus cobbe var. velutinus,58,24,-0.59,EN,44,-0.24,LR,328,4.66,LR
sp396,Allophylus hirsutus,50,155,2.1,LR,168,2.36,LR,73,0.46,LR
sp397,Allophylus longipes,437,580,0.33,LR,510,0.17,LR,451,0.03,LR
sp398,Allophylus timoriensis,60,97,0.62,LR,97,0.62,LR,138,1.3,LR
sp399,Allophylus viridis,58,45,-0.22,LR,50,-0.14,LR,89,0.53,LR
sp400,Alniphyllum eberhardtii,226,94,-0.58,EN,42,-0.81,CE,853,2.77,LR
sp401,Alniphyllum fortunei,3359,3302,-0.02,LR,2602,-0.23,LR,2999,-0.11,LR
sp402,Alnus cremastogyne,1086,1630,0.5,LR,1414,0.3,LR,730,-0.33,VU
sp403,Alnus ferdinandi-coburgii,1107,1309,0.18,LR,1486,0.34,LR,1560,0.41,LR
sp404,Alnus formosana,62,82,0.32,LR,81,0.31,LR,78,0.26,LR
sp405,Alnus henryi,51,83,0.63,LR,77,0.51,LR,79,0.55,LR
sp406,Alnus hirsuta,1300,1940,0.49,LR,1672,0.29,LR,907,-0.3,VU
sp407,Alnus japonica,770,2184,1.84,LR,1914,1.49,LR,1085,0.41,LR
sp408,Alnus mandshurica,1135,1155,0.02,LR,564,-0.5,EN,264,-0.77,EN
sp409,Alnus nepalensis,2494,3113,0.25,LR,3493,0.4,LR,3431,0.38,LR
sp410,Alnus trabeculosa,2539,2902,0.14,LR,2496,-0.02,LR,2231,-0.12,LR
sp411,Alphitonia incana,50,14,-0.72,EN,16,-0.68,EN,32,-0.36,VU
sp412,Alphonsea boniana,83,207,1.49,LR,201,1.42,LR,176,1.12,LR
sp413,Alphonsea mollis,134,239,0.78,LR,243,0.81,LR,174,0.3,LR
sp414,Alphonsea monogyna,427,633,0.48,LR,655,0.53,LR,1193,1.79,LR
sp415,Alphonsea tsangyuanensis,247,377,0.53,LR,372,0.51,LR,309,0.25,LR
sp416,Alseodaphne andersonii,460,1050,1.28,LR,946,1.06,LR,601,0.31,LR
sp417,Alseodaphne petiolaris,552,1038,0.88,LR,915,0.66,LR,798,0.45,LR
sp418,Alsophila andersonii,315,861,1.73,LR,933,1.96,LR,842,1.67,LR
sp419,Alsophila costularis,690,1540,1.23,LR,1513,1.19,LR,890,0.29,LR
sp420,Alsophila denticulata,523,1650,2.15,LR,1537,1.94,LR,822,0.57,LR
sp421,Alsophila gigantea,994,1687,0.7,LR,1851,0.86,LR,1813,0.82,LR
sp422,Alsophila khasyana,476,1513,2.18,LR,1401,1.94,LR,428,-0.1,LR
sp423,Alsophila latebrosa,52,0,-1,EX,1,-0.98,CE,30,-0.42,VU
sp424,Alsophila metteniana,826,1635,0.98,LR,2134,1.58,LR,2341,1.83,LR
sp425,Alsophila podophylla,831,1011,0.22,LR,1132,0.36,LR,1614,0.94,LR
sp426,Alsophila spinulosa,3104,4357,0.4,LR,4655,0.5,LR,4540,0.46,LR
sp427,Alstonia macrophylla,83,94,0.13,LR,112,0.35,LR,119,0.43,LR
sp428,Alstonia mairei,1216,1138,-0.06,LR,1277,0.05,LR,1220,0,LR
sp429,Alstonia neriifolia,73,139,0.9,LR,142,0.95,LR,434,4.95,LR
sp430,Alstonia rostrata,465,1375,1.96,LR,1427,2.07,LR,1539,2.31,LR
sp431,Alstonia scholaris,817,1090,0.33,LR,1353,0.66,LR,1541,0.89,LR
sp432,Alstonia yunnanensis,1530,1654,0.08,LR,1820,0.19,LR,1979,0.29,LR
sp433,Altingia chinensis,2178,2213,0.02,LR,2014,-0.08,LR,1753,-0.2,LR
sp434,Altingia excelsa,643,1523,1.37,LR,1332,1.07,LR,829,0.29,LR
sp435,Altingia gracilipes,1226,1803,0.47,LR,1681,0.37,LR,1225,0,LR
sp436,Altingia obovata,31,0,-1,EX,0,-1,EX,0,-1,EX
sp437,Altingia siamensis,281,573,1.04,LR,342,0.22,LR,1159,3.12,LR
sp438,Altingia tenuifolia,459,673,0.47,LR,709,0.54,LR,464,0.01,LR
sp439,Altingia yunnanensis,537,806,0.5,LR,566,0.05,LR,640,0.19,LR
sp440,Alyxia fascicularis,122,97,-0.2,LR,92,-0.25,LR,4,-0.97,CE
sp441,Alyxia levinei,1207,349,-0.71,EN,416,-0.66,EN,795,-0.34,VU
sp442,Alyxia marginata,104,160,0.54,LR,189,0.82,LR,189,0.82,LR
sp443,Alyxia odorata,2415,2892,0.2,LR,2735,0.13,LR,2953,0.22,LR
sp444,Alyxia schlechteri,921,199,-0.78,EN,266,-0.71,EN,1151,0.25,LR
sp445,Alyxia siamensis,747,1106,0.48,LR,1293,0.73,LR,1378,0.84,LR
sp446,Alyxia sinensis,1603,2062,0.29,LR,2179,0.36,LR,1920,0.2,LR
sp447,Alyxia villilimba,61,0,-1,EX,0,-1,EX,154,1.52,LR
sp448,Amalocalyx microlobus,176,335,0.9,LR,330,0.88,LR,300,0.7,LR
sp449,Ambroma augustum,1522,2909,0.91,LR,3045,1,LR,2846,0.87,LR
sp450,Amelanchier asiatica,209,61,-0.71,EN,4,-0.98,CE,1,-1,EX
sp451,Amelanchier sinica,1557,2108,0.35,LR,1961,0.26,LR,1559,0,LR
sp452,Amentotaxus argotaenia,2995,3041,0.02,LR,2876,-0.04,LR,2335,-0.22,LR
sp453,Amentotaxus yunnanensis,193,0,-1,EX,0,-1,EX,230,0.19,LR
sp454,Amesiodendron chinense,158,263,0.66,LR,349,1.21,LR,559,2.54,LR
sp455,Ammopiptanthus mongolicus,1930,2322,0.2,LR,2495,0.29,LR,2554,0.32,LR
sp456,Amorpha fruticosa,1598,1960,0.23,LR,1727,0.08,LR,2344,0.47,LR
sp457,Ampelocalamus luodianensis,47,0,-1,EX,0,-1,EX,51,0.09,LR
sp458,Ampelocissus artemisiifolia,295,82,-0.72,EN,75,-0.75,EN,65,-0.78,EN
sp459,Ampelopsis aconitifolia,3437,4159,0.21,LR,3836,0.12,LR,3297,-0.04,LR
sp460,Ampelopsis aconitifolia var. palmiloba,27,34,0.26,LR,38,0.41,LR,185,5.85,LR
sp461,Ampelopsis acutidentata,295,323,0.09,LR,321,0.09,LR,330,0.12,LR
sp462,Ampelopsis bodinieri,3520,3634,0.03,LR,3024,-0.14,LR,2463,-0.3,VU
sp463,Ampelopsis bodinieri var. cinerea,730,995,0.36,LR,1016,0.39,LR,583,-0.2,LR
sp464,Ampelopsis cantoniensis,2931,3272,0.12,LR,3205,0.09,LR,3508,0.2,LR
sp465,Ampelopsis chaffanjonii,2404,1222,-0.49,VU,573,-0.76,EN,409,-0.83,CE
sp466,Ampelopsis delavayana,4673,4036,-0.14,LR,3645,-0.22,LR,2554,-0.45,VU
sp467,Ampelopsis delavayana var. glabra,2503,3145,0.26,LR,3002,0.2,LR,2652,0.06,LR
sp468,Ampelopsis delavayana var. setulosa,1388,1521,0.1,LR,1854,0.34,LR,1926,0.39,LR
sp469,Ampelopsis glandulosa,3675,4105,0.12,LR,4081,0.11,LR,4486,0.22,LR
sp470,Ampelopsis glandulosa var. brevipedunculata,3581,5248,0.47,LR,4529,0.26,LR,3450,-0.04,LR
sp471,Ampelopsis glandulosa var. heterophylla,2964,3266,0.1,LR,2663,-0.1,LR,2750,-0.07,LR
sp472,Ampelopsis glandulosa var. kulingensis,1683,2308,0.37,LR,1722,0.02,LR,746,-0.56,EN
sp473,Ampelopsis grossedentata,2755,2643,-0.04,LR,2167,-0.21,LR,2562,-0.07,LR
sp474,Ampelopsis humulifolia,3589,2552,-0.29,LR,1843,-0.49,VU,1398,-0.61,EN
sp475,Ampelopsis japonica,4263,5389,0.26,LR,5461,0.28,LR,4960,0.16,LR
sp476,Ampelopsis megalophylla,2686,1830,-0.32,VU,1940,-0.28,LR,1348,-0.5,EN
sp477,Ampelopsis megalophylla var. jiangxiensis,29,42,0.45,LR,6,-0.79,EN,4,-0.86,CE
sp478,Ampelopsis rubifolia,876,319,-0.64,EN,98,-0.89,CE,81,-0.91,CE
sp479,Amygdalus communis,661,200,-0.7,EN,238,-0.64,EN,411,-0.38,VU
sp480,Amygdalus davidiana,2997,1695,-0.43,VU,1450,-0.52,EN,1059,-0.65,EN
sp481,Amygdalus ferganensis,469,355,-0.24,LR,271,-0.42,VU,188,-0.6,EN
sp482,Amygdalus kansuensis,1659,2433,0.47,LR,2397,0.44,LR,1939,0.17,LR
sp483,Amygdalus mira,1316,2858,1.17,LR,2829,1.15,LR,2276,0.73,LR
sp484,Amygdalus mongolica,1787,1755,-0.02,LR,1491,-0.17,LR,1109,-0.38,VU
sp485,Amygdalus nana,524,381,-0.27,LR,246,-0.53,EN,205,-0.61,EN
sp486,Amygdalus pedunculata,1279,1441,0.13,LR,1395,0.09,LR,1000,-0.22,LR
sp487,Amygdalus persica,4184,5323,0.27,LR,5151,0.23,LR,3332,-0.2,LR
sp488,Amygdalus tangutica,228,130,-0.43,VU,188,-0.18,LR,296,0.3,LR
sp489,Amygdalus triloba,2199,2318,0.05,LR,2249,0.02,LR,2436,0.11,LR
sp490,Anaxagorea luzonensis,45,10,-0.78,EN,4,-0.91,CE,5,-0.89,CE
sp491,Ancistrocladus tectorius,86,19,-0.78,EN,17,-0.8,CE,47,-0.45,VU
sp492,Anna ophiorrhizoides,713,1341,0.88,LR,1575,1.21,LR,1550,1.17,LR
sp493,Anna submontana,53,0,-1,EX,0,-1,EX,89,0.68,LR
sp494,Annamocarya sinensis,525,26,-0.95,CE,33,-0.94,CE,644,0.23,LR
sp495,Anneslea fragrans,2294,1841,-0.2,LR,1976,-0.14,LR,2305,0,LR
sp496,Anodendron affine,3563,4356,0.22,LR,4025,0.13,LR,3972,0.11,LR
sp497,Anodendron formicinum,50,155,2.1,LR,168,2.36,LR,73,0.46,LR
sp498,Anogeissus acuminata,49,188,2.84,LR,182,2.71,LR,119,1.43,LR
sp499,Antheroporum glaucum,74,236,2.19,LR,196,1.65,LR,410,4.54,LR
sp500,Antheroporum harmandii,394,607,0.54,LR,633,0.61,LR,640,0.62,LR
sp501,Antiaris toxicaria,144,279,0.94,LR,262,0.82,LR,415,1.88,LR
sp502,Antidesma acidum,538,1180,1.19,LR,1177,1.19,LR,1121,1.08,LR
sp503,Antidesma bunius,2891,4346,0.5,LR,4114,0.42,LR,4038,0.4,LR
sp504,Antidesma fordii,1651,2031,0.23,LR,2333,0.41,LR,3057,0.85,LR
sp505,Antidesma ghaesembilla,959,1419,0.48,LR,1695,0.77,LR,1975,1.06,LR
sp506,Antidesma hainanense,158,289,0.83,LR,306,0.94,LR,208,0.32,LR
sp507,Antidesma japonicum,3270,3560,0.09,LR,3088,-0.06,LR,2608,-0.2,LR
sp508,Antidesma maclurei,33,15,-0.55,EN,18,-0.45,VU,35,0.06,LR
sp509,Antidesma montanum,1511,2836,0.88,LR,2886,0.91,LR,2591,0.71,LR
sp510,Antidesma montanum var. microphyllum,2445,3661,0.5,LR,3647,0.49,LR,4148,0.7,LR
sp511,Antirhea chinensis,256,635,1.48,LR,662,1.59,LR,592,1.31,LR
sp512,Aphanamixis polystachya,984,1570,0.6,LR,1520,0.54,LR,1205,0.22,LR
sp513,Aphananthe aspera,3767,3979,0.06,LR,3591,-0.05,LR,3545,-0.06,LR
sp514,Aphananthe aspera var. pubescens,245,278,0.13,LR,328,0.34,LR,945,2.86,LR
sp515,Aphananthe cuspidata,639,1059,0.66,LR,1260,0.97,LR,1707,1.67,LR
sp516,Apocynum pictum,6111,5761,-0.06,LR,5735,-0.06,LR,5970,-0.02,LR
sp517,Apocynum venetum,8174,8236,0.01,LR,8935,0.09,LR,9719,0.19,LR
sp518,Apodytes dimidiata,511,947,0.85,LR,985,0.93,LR,1200,1.35,LR
sp519,Aporosa dioica,1123,1548,0.38,LR,1811,0.61,LR,2069,0.84,LR
sp520,Aporosa villosa,925,1342,0.45,LR,1443,0.56,LR,1285,0.39,LR
sp521,Aporosa yunnanensis,1668,2084,0.25,LR,2247,0.35,LR,2601,0.56,LR
sp522,Apterosperma oblata,91,14,-0.85,CE,12,-0.87,CE,0,-1,EX
sp523,Aquilaria sinensis,1084,1376,0.27,LR,1492,0.38,LR,1470,0.36,LR
sp524,Aquilaria yunnanensis,175,364,1.08,LR,345,0.97,LR,197,0.13,LR
sp525,Aralia armata,2882,4013,0.39,LR,3722,0.29,LR,4068,0.41,LR
sp526,Aralia bipinnata,66,78,0.18,LR,72,0.09,LR,68,0.03,LR
sp527,Aralia chinensis,5236,5187,-0.01,LR,4910,-0.06,LR,3807,-0.27,LR
sp528,Aralia cordata,31,54,0.74,LR,48,0.55,LR,43,0.39,LR
sp529,Aralia dasyphylla,3331,3656,0.1,LR,3520,0.06,LR,2962,-0.11,LR
sp530,Aralia debilis,178,10,-0.94,CE,11,-0.94,CE,0,-1,EX
sp531,Aralia decaisneana,2596,3309,0.27,LR,3124,0.2,LR,3693,0.42,LR
sp532,Aralia echinocaulis,2658,2717,0.02,LR,2227,-0.16,LR,2334,-0.12,LR
sp533,Aralia elata,762,1215,0.59,LR,1319,0.73,LR,1194,0.57,LR
sp534,Aralia foliolosa,700,691,-0.01,LR,664,-0.05,LR,931,0.33,LR
sp535,Aralia gintungensis,31,27,-0.13,LR,17,-0.45,VU,0,-1,EX
sp536,Aralia searelliana,201,183,-0.09,LR,129,-0.36,VU,66,-0.67,EN
sp537,Aralia spinifolia,1833,2357,0.29,LR,2067,0.13,LR,1718,-0.06,LR
sp538,Aralia thomsonii,463,727,0.57,LR,566,0.22,LR,356,-0.23,LR
sp539,Aralia undulata,2122,1667,-0.21,LR,1545,-0.27,LR,1311,-0.38,VU
sp540,Arcangelisia gusanlung,49,17,-0.65,EN,21,-0.57,EN,32,-0.35,VU
sp541,Arceuthobium chinense,1116,2367,1.12,LR,2422,1.17,LR,1635,0.47,LR
sp542,Arceuthobium oxycedri,263,0,-1,EX,1,-1,EX,1,-1,EX
sp543,Arceuthobium pini,967,1616,0.67,LR,1564,0.62,LR,1389,0.44,LR
sp544,Arceuthobium sichuanense,98,332,2.39,LR,430,3.39,LR,405,3.13,LR
sp545,Arceuthobium tibetense,110,58,-0.47,VU,52,-0.53,EN,0,-1,EX
sp546,Archakebia apetala,100,120,0.2,LR,202,1.02,LR,119,0.19,LR
sp547,Archiboehmeria atrata,985,443,-0.55,EN,575,-0.42,VU,505,-0.49,VU
sp548,Archidendron alternifoliolatum,99,194,0.96,LR,151,0.53,LR,39,-0.61,EN
sp549,Archidendron balansae,63,0,-1,EX,0,-1,EX,117,0.86,LR
sp550,Archidendron chevalieri,76,9,-0.88,CE,10,-0.87,CE,101,0.33,LR
sp551,Archidendron clypearia,2243,2475,0.1,LR,2516,0.12,LR,2654,0.18,LR
sp552,Archidendron eberhardtii,25,9,-0.64,EN,11,-0.56,EN,164,5.56,LR
sp553,Archidendron ellipticum,549,1023,0.86,LR,901,0.64,LR,763,0.39,LR
sp554,Archidendron kerrii,407,230,-0.43,VU,246,-0.4,VU,755,0.86,LR
sp555,Archidendron laoticum,50,155,2.1,LR,168,2.36,LR,73,0.46,LR
sp556,Archidendron lucidum,2338,3687,0.58,LR,4013,0.72,LR,3839,0.64,LR
sp557,Archidendron robinsonii,137,54,-0.61,EN,27,-0.8,CE,276,1.01,LR
sp558,Archidendron turgidum,967,506,-0.48,VU,579,-0.4,VU,991,0.02,LR
sp559,Archidendron utile,406,309,-0.24,LR,436,0.07,LR,450,0.11,LR
sp560,Arctous alpinus,1309,2349,0.79,LR,2144,0.64,LR,1935,0.48,LR
sp561,Arctous microphyllus,50,0,-1,EX,0,-1,EX,0,-1,EX
sp562,Arctous ruber,324,502,0.55,LR,579,0.79,LR,304,-0.06,LR
sp563,Ardisia alyxiifolia,1151,1030,-0.11,LR,834,-0.28,LR,644,-0.44,VU
sp564,Ardisia argenticaulis,243,45,-0.81,CE,87,-0.64,EN,16,-0.93,CE
sp565,Ardisia balansana,22,0,-1,EX,0,-1,EX,2,-0.91,CE
sp566,Ardisia brevicaulis,2777,3111,0.12,LR,2728,-0.02,LR,2511,-0.1,LR
sp567,Ardisia brunnescens,424,212,-0.5,EN,535,0.26,LR,438,0.03,LR
sp568,Ardisia caudata,909,1270,0.4,LR,1142,0.26,LR,1925,1.12,LR
sp569,Ardisia chinensis,1837,2555,0.39,LR,2367,0.29,LR,2198,0.2,LR
sp570,Ardisia conspersa,137,5,-0.96,CE,0,-1,EX,72,-0.47,VU
sp571,Ardisia cornudentata,56,73,0.3,LR,71,0.27,LR,68,0.21,LR
sp572,Ardisia corymbifera,734,1053,0.43,LR,830,0.13,LR,807,0.1,LR
sp573,Ardisia crassinervosa,65,28,-0.57,EN,62,-0.05,LR,71,0.09,LR
sp574,Ardisia crenata,4998,4900,-0.02,LR,4669,-0.07,LR,4717,-0.06,LR
sp575,Ardisia crispa,3836,4010,0.05,LR,3507,-0.09,LR,3217,-0.16,LR
sp576,Ardisia densilepidotula,44,2,-0.95,CE,0,-1,EX,12,-0.73,EN
sp577,Ardisia ensifolia,922,5,-0.99,CE,14,-0.98,CE,293,-0.68,EN
sp578,Ardisia faberi,1525,1071,-0.3,VU,812,-0.47,VU,633,-0.58,EN
sp579,Ardisia filiformis,165,86,-0.48,VU,187,0.13,LR,284,0.72,LR
sp580,Ardisia fordii,473,94,-0.8,CE,73,-0.85,CE,112,-0.76,EN
sp581,Ardisia garrettii,688,1664,1.42,LR,1556,1.26,LR,1082,0.57,LR
sp582,Ardisia gigantifolia,952,660,-0.31,VU,448,-0.53,EN,473,-0.5,EN
sp583,Ardisia hanceana,1184,1189,0,LR,641,-0.46,VU,263,-0.78,EN
sp584,Ardisia humilis,49,17,-0.65,EN,21,-0.57,EN,32,-0.35,VU
sp585,Ardisia hypargyrea,287,29,-0.9,CE,27,-0.91,CE,376,0.31,LR
sp586,Ardisia japonica,3766,4287,0.14,LR,4113,0.09,LR,3611,-0.04,LR
sp587,Ardisia lindleyana,2168,2569,0.18,LR,2383,0.1,LR,1738,-0.2,LR
sp588,Ardisia maclurei,727,358,-0.51,EN,490,-0.33,VU,605,-0.17,LR
sp589,Ardisia mamillata,1495,1871,0.25,LR,1517,0.01,LR,1106,-0.26,LR
sp590,Ardisia obtusa,99,241,1.43,LR,372,2.76,LR,469,3.74,LR
sp591,Ardisia olivacea,100,31,-0.69,EN,5,-0.95,CE,113,0.13,LR
